timestamp,open_basis,close_basis
2025-07-05T00:00:00,0.0454,0.0413
2025-07-06T00:00:00,0.0413,0.0532
2025-07-07T00:00:00,0.0532,0.0546
2025-07-08T00:00:00,0.0546,0.0458
2025-07-09T00:00:00,0.0457,0.0307
2025-07-10T00:00:00,0.0308,0.0266
2025-07-11T00:00:00,0.0266,0.0235
2025-07-12T00:00:00,0.0235,0.0262
2025-07-13T00:00:00,0.0261,0.0406
2025-07-14T00:00:00,0.0406,0.0206
2025-07-15T00:00:00,0.0206,0.0166
2025-07-16T00:00:00,0.0165,0.0335
2025-07-17T00:00:00,0.0336,0.0008
2025-07-18T00:00:00,0.0009,0.0241
2025-07-19T00:00:00,0.024,0.0217
2025-07-20T00:00:00,0.0218,0.0419
2025-07-21T00:00:00,0.0418,0.0428
2025-07-22T00:00:00,0.0428,-0.0327
2025-07-23T00:00:00,-0.0327,0.0358
2025-07-24T00:00:00,0.0359,0.0395
2025-07-25T00:00:00,0.0394,0.0262
2025-07-26T00:00:00,0.0263,0.0261
2025-07-27T00:00:00,0.026,-0.0066
2025-07-28T00:00:00,-0.0066,0.0177
2025-07-29T00:00:00,0.0176,0.0456
2025-07-30T00:00:00,0.0455,0.0588
2025-07-31T00:00:00,0.0587,0.0577
2025-08-01T00:00:00,0.0577,0.0469
2025-08-02T00:00:00,0.047,0.0334
2025-08-03T00:00:00,0.0334,0.0508
2025-08-04T00:00:00,0.0507,0.046
2025-08-05T00:00:00,0.046,0.0527
2025-08-06T00:00:00,0.0527,0.0446
2025-08-07T00:00:00,0.0446,0.0444
2025-08-08T00:00:00,0.0444,0.0399
2025-08-09T00:00:00,0.0399,0.0345
2025-08-10T00:00:00,0.0345,0.0325
2025-08-11T00:00:00,0.0327,0.0372
2025-08-12T00:00:00,0.0373,0.0442
2025-08-13T00:00:00,0.0443,-0.0142
2025-08-14T00:00:00,-0.0142,0.0447
2025-08-15T00:00:00,0.0447,0.0536
2025-08-16T00:00:00,0.0537,0.0434
2025-08-17T00:00:00,0.0433,0.0436
2025-08-18T00:00:00,0.0436,0.0374
2025-08-19T00:00:00,0.0374,0.0432
2025-08-20T00:00:00,0.0433,0.0444
2025-08-21T00:00:00,0.0444,0.0336
2025-08-22T00:00:00,0.0336,0.0329
2025-08-23T00:00:00,0.0329,0.0528
2025-08-24T00:00:00,0.0528,0.0417
2025-08-25T00:00:00,0.0418,0.0436
2025-08-26T00:00:00,0.0435,0.0477
2025-08-27T00:00:00,0.0476,0.0604
2025-08-28T00:00:00,0.0604,0.053
2025-08-29T00:00:00,0.053,0.0415
2025-08-30T00:00:00,0.0415,0.0537
